iteration,episode,action,reward,carol_help_alice_regret,carol_decline_alice_regret,carol_reciprocate_alice_regret
147,15,carol_reciprocate_alice,0.5000,13.9626,-38.1308,22.8605
148,15,carol_reciprocate_alice,0.2000,14.0934,-38.3642,22.8605
149,15,carol_decline_alice,0.1000,14.3241,-38.3642,23.1605
150,15,carol_help_alice,0.6000,14.3241,-38.9946,22.9605
151,16,carol_decline_alice,0.1000,14.5600,-38.9946,23.2605
152,16,carol_decline_alice,-0.3000,15.1958,-38.9946,23.9605
153,16,carol_decline_alice,0.1000,15.4317,-38.9946,24.2605
154,16,carol_reciprocate_alice,0.2000,15.5675,-39.2252,24.2605
155,16,carol_reciprocate_alice,0.5000,15.4034,-39.7558,24.2605
156,16,carol_reciprocate_alice,0.2000,15.5392,-39.9865,24.2605
157,16,carol_decline_alice,0.1000,15.7751,-39.9865,24.5549
158,16,carol_decline_alice,0.1000,16.0109,-39.9865,24.8494
159,16,carol_help_alice,0.6000,16.0109,-40.6119,24.6438
160,16,carol_reciprocate_alice,0.5000,15.8517,-41.1374,24.6438
161,17,carol_help_alice,0.6000,15.8517,-41.7629,24.4402
162,17,carol_reciprocate_alice,0.5000,15.6971,-42.2884,24.4402
163,17,carol_reciprocate_alice,0.2000,15.8426,-42.5139,24.4402
164,17,carol_decline_alice,0.1000,16.0880,-42.5139,24.7349
165,17,carol_reciprocate_alice,0.5000,15.9335,-43.0370,24.7349
166,17,carol_help_alice,0.2000,15.9335,-43.2601,24.9315
167,17,carol_decline_alice,0.1000,16.1764,-43.2601,25.2280
168,17,carol_help_alice,0.2000,16.1764,-43.4808,25.4246
169,17,carol_reciprocate_alice,0.2000,16.3167,-43.7016,25.4246
170,17,carol_reciprocate_alice,0.5000,16.1571,-44.2223,25.4246
171,18,carol_reciprocate_alice,0.2000,16.2974,-44.4431,25.4246
172,18,carol_help_alice,0.6000,16.2974,-45.0638,25.2164
173,18,carol_help_alice,0.2000,16.2974,-45.2846,25.4082
174,18,carol_reciprocate_alice,0.5000,16.1398,-45.8053,25.4082
175,18,carol_reciprocate_alice,0.5000,15.9822,-46.3261,25.4082
176,18,carol_help_alice,0.6000,15.9822,-46.9468,25.2034
177,18,carol_decline_alice,0.1000,16.2288,-46.9468,25.4987
178,18,carol_help_alice,0.2000,16.2288,-47.1654,25.6939
179,18,carol_decline_alice,-0.3000,16.8731,-47.1654,26.3891
180,18,carol_reciprocate_alice,0.5000,16.7173,-47.6890,26.3891
181,19,carol_decline_alice,-0.3000,17.3616,-47.6890,27.0860
182,19,carol_help_alice,0.2000,17.3616,-47.9176,27.2829
183,19,carol_reciprocate_alice,0.5000,17.2035,-48.4461,27.2829
184,19,carol_reciprocate_alice,0.5000,17.0455,-48.9747,27.2829
185,19,carol_help_alice,0.2000,17.0455,-49.2033,27.4829
186,19,carol_help_alice,0.2000,17.0455,-49.4319,27.6829
187,19,carol_help_alice,0.2000,17.0455,-49.6604,27.8829
188,19,carol_reciprocate_alice,0.5000,16.8809,-50.1890,27.8829
189,19,carol_decline_alice,0.1000,17.1162,-50.1890,28.1844
190,19,carol_help_alice,0.6000,17.1162,-50.8153,27.9859
191,20,carol_help_alice,0.2000,17.1162,-51.0416,28.1874
192,20,carol_decline_alice,-0.3000,17.7536,-51.0416,28.8889
193,20,carol_decline_alice,-0.3000,18.3909,-51.0416,29.5904
194,20,carol_help_alice,0.2000,18.3909,-51.2772,29.7918
195,20,carol_reciprocate_alice,0.5000,18.2262,-51.8128,29.7918
196,20,carol_decline_alice,0.1000,18.4615,-51.8128,30.0948
197,20,carol_help_alice,0.6000,18.4615,-52.4462,29.8977
198,20,carol_help_alice,0.6000,18.4615,-53.0795,29.7007
199,20,carol_help_alice,0.2000,18.4615,-53.3128,29.9036
200,20,carol_help_alice,0.2000,18.4615,-53.5462,30.1066
201,21,carol_help_alice,0.6000,18.4615,-54.1795,29.9095
202,21,carol_help_alice,0.6000,18.4615,-54.8128,29.7124
203,21,carol_help_alice,0.2000,18.4615,-55.0462,29.9154
204,21,carol_help_alice,0.2000,18.4615,-55.2795,30.1183
205,21,carol_decline_alice,0.1000,18.7036,-55.2795,30.4213
206,21,carol_reciprocate_alice,0.5000,18.5457,-55.8106,30.4213
207,21,carol_decline_alice,0.1000,18.7878,-55.8106,30.7256
208,21,carol_help_alice,0.2000,18.7878,-56.0397,30.9300
209,21,carol_help_alice,0.2000,18.7878,-56.2687,31.1343
210,21,carol_decline_alice,0.1000,19.0262,-56.2687,31.4387
211,22,carol_decline_alice,0.1000,19.2647,-56.2687,31.7430
212,22,carol_help_alice,0.6000,19.2647,-56.8937,31.5473
213,22,carol_help_alice,0.2000,19.2647,-57.1187,31.7517
214,22,carol_reciprocate_alice,0.5000,19.1047,-57.6437,31.7517
215,22,carol_reciprocate_alice,0.5000,18.9447,-58.1687,31.7517
216,22,carol_decline_alice,0.1000,19.1847,-58.1687,32.0587
217,22,carol_reciprocate_alice,0.5000,19.0247,-58.6918,32.0587
218,22,carol_reciprocate_alice,0.5000,18.8647,-59.2149,32.0587
219,22,carol_help_alice,0.6000,18.8647,-59.8379,31.8683
220,22,carol_help_alice,0.6000,18.8647,-60.4610,31.6779
221,23,carol_reciprocate_alice,0.5000,18.7110,-60.9841,31.6779
222,23,carol_reciprocate_alice,0.5000,18.5574,-61.5072,31.6779
223,23,carol_decline_alice,0.1000,18.8037,-61.5072,31.9899
224,23,carol_help_alice,0.2000,18.8037,-61.7284,32.2019
225,23,carol_help_alice,0.2000,18.8037,-61.9496,32.4139
226,23,carol_reciprocate_alice,0.5000,18.6466,-62.4708,32.4139
227,23,carol_help_alice,0.2000,18.6466,-62.6920,32.6271
228,23,carol_help_alice,0.2000,18.6466,-62.9132,32.8402
229,23,carol_reciprocate_alice,0.2000,18.7861,-63.1344,32.8402
230,23,carol_decline_alice,0.1000,19.0257,-63.1344,33.1506
231,24,carol_reciprocate_alice,0.5000,18.8652,-63.6538,33.1506
232,24,carol_help_alice,0.6000,18.8652,-64.2732,32.9622
233,24,carol_reciprocate_alice,0.2000,19.0077,-64.4926,32.9622
234,24,carol_help_alice,0.6000,19.0077,-65.1120,32.7710
235,24,carol_reciprocate_alice,0.5000,18.8532,-65.6315,32.7710
236,24,carol_decline_alice,0.1000,19.0986,-65.6315,33.0810
237,24,carol_reciprocate_alice,0.2000,19.2441,-65.8491,33.0810
238,24,carol_help_alice,0.6000,19.2441,-66.4667,32.8884
239,24,carol_decline_alice,0.1000,19.4924,-66.4667,33.1958
240,24,carol_decline_alice,0.1000,19.7407,-66.4667,33.5032
241,25,carol_reciprocate_alice,0.2000,19.8890,-66.6810,33.5032
242,25,carol_decline_alice,0.1000,20.1373,-66.6810,33.8081
243,25,carol_help_alice,0.2000,20.1373,-66.8937,34.0130
244,25,carol_decline_alice,0.1000,20.3840,-66.8937,34.3179
245,25,carol_decline_alice,-0.3000,21.0307,-66.8937,35.0228
246,25,carol_decline_alice,-0.3000,21.6773,-66.8937,35.7276
247,25,carol_reciprocate_alice,0.5000,21.5240,-67.4126,35.7276
248,25,carol_help_alice,0.6000,21.5240,-68.0315,35.5337
249,25,carol_decline_alice,0.1000,21.7735,-68.0315,35.8397
250,25,carol_reciprocate_alice,0.2000,21.9229,-68.2489,35.8397
251,26,carol_reciprocate_alice,0.2000,22.0724,-68.4662,35.8397
252,26,carol_decline_alice,-0.3000,22.7218,-68.4662,36.5409
253,26,carol_decline_alice,0.1000,22.9713,-68.4662,36.8420
254,26,carol_reciprocate_alice,0.2000,23.1207,-68.6857,36.8420
255,26,carol_decline_alice,0.1000,23.3702,-68.6857,37.1409
256,26,carol_reciprocate_alice,0.5000,23.2196,-69.2036,37.1409
257,26,carol_help_alice,0.6000,23.2196,-69.8216,36.9409
258,26,carol_decline_alice,0.1000,23.4718,-69.8216,37.2409
259,26,carol_help_alice,0.2000,23.4718,-70.0380,37.4409
260,26,carol_decline_alice,0.1000,23.7223,-70.0380,37.7409
261,27,carol_help_alice,0.6000,23.7223,-70.6530,37.5409
262,27,carol_reciprocate_alice,0.5000,23.5755,-71.1680,37.5409
263,27,carol_reciprocate_alice,0.5000,23.4287,-71.6830,37.5409
264,27,carol_help_alice,0.2000,23.4287,-71.8980,37.7431
265,27,carol_decline_alice,0.1000,23.6803,-71.8980,38.0454
266,27,carol_help_alice,0.2000,23.6803,-72.1116,38.2476
267,27,carol_reciprocate_alice,0.5000,23.5303,-72.6252,38.2476
268,27,carol_help_alice,0.6000,23.5303,-73.2388,38.0509
269,27,carol_decline_alice,0.1000,23.7829,-73.2388,38.3543
270,27,carol_decline_alice,0.1000,24.0354,-73.2388,38.6576
271,28,carol_reciprocate_alice,0.5000,23.8880,-73.7496,38.6576
272,28,carol_reciprocate_alice,0.2000,24.0406,-73.9605,38.6576
273,28,carol_decline_alice,0.1000,24.2932,-73.9605,38.9598
274,28,carol_help_alice,0.2000,24.2932,-74.1700,39.1620
275,28,carol_decline_alice,-0.3000,24.9442,-74.1700,39.8641
276,28,carol_reciprocate_alice,0.5000,24.7952,-74.6829,39.8641
277,28,carol_reciprocate_alice,0.5000,24.6462,-75.1959,39.8641
278,28,carol_help_alice,0.2000,24.6462,-75.4088,40.0684
279,28,carol_help_alice,0.6000,24.6462,-76.0218,39.8726
280,28,carol_reciprocate_alice,0.5000,24.4982,-76.5347,39.8726
281,29,carol_reciprocate_alice,0.5000,24.3502,-77.0476,39.8726
282,29,carol_decline_alice,-0.3000,25.0022,-77.0476,40.5789
283,29,carol_decline_alice,0.1000,25.2542,-77.0476,40.8851
284,29,carol_reciprocate_alice,0.2000,25.4062,-77.2626,40.8851
285,29,carol_help_alice,0.2000,25.4062,-77.4775,41.0893
286,29,carol_reciprocate_alice,0.5000,25.2567,-77.9925,41.0893
287,29,carol_reciprocate_alice,0.2000,25.4072,-78.2074,41.0893
288,29,carol_reciprocate_alice,0.5000,25.2577,-78.7224,41.0893
289,29,carol_decline_alice,-0.3000,25.9082,-78.7224,41.7933
290,29,carol_decline_alice,0.1000,26.1587,-78.7224,42.0973
291,30,carol_help_alice,0.2000,26.1587,-78.9392,42.3013
292,30,carol_decline_alice,0.1000,26.4077,-78.9392,42.6053
293,30,carol_decline_alice,0.1000,26.6567,-78.9392,42.9093
294,30,carol_help_alice,0.2000,26.6567,-79.1535,43.1133
295,30,carol_decline_alice,0.1000,26.9043,-79.1535,43.4173
296,30,carol_help_alice,0.2000,26.9043,-79.3665,43.6213
297,30,carol_help_alice,0.2000,26.9043,-79.5796,43.8253
298,30,carol_decline_alice,0.1000,27.1491,-79.5796,44.1293
299,30,carol_decline_alice,0.1000,27.3938,-79.5796,44.4333
300,30,carol_decline_alice,0.1000,27.6386,-79.5796,44.7373
301,31,carol_reciprocate_alice,0.2000,27.7834,-79.7891,44.7373
302,31,carol_decline_alice,0.1000,28.0281,-79.7891,45.0392
303,31,carol_decline_alice,-0.3000,28.6729,-79.7891,45.7412
304,31,carol_decline_alice,0.1000,28.9177,-79.7891,46.0432
305,31,carol_decline_alice,-0.3000,29.5624,-79.7891,46.7452
306,31,carol_help_alice,0.6000,29.5624,-80.4022,46.5472
307,31,carol_reciprocate_alice,0.5000,29.4096,-80.9153,46.5472
308,31,carol_help_alice,0.2000,29.4096,-81.1284,46.7501
309,31,carol_help_alice,0.6000,29.4096,-81.7416,46.5531
310,31,carol_reciprocate_alice,0.2000,29.5577,-81.9547,46.5531
311,32,carol_decline_alice,-0.3000,30.2059,-81.9547,47.2540
312,32,carol_decline_alice,0.1000,30.4540,-81.9547,47.5550
313,32,carol_help_alice,0.6000,30.4540,-82.5696,47.3560
314,32,carol_reciprocate_alice,0.2000,30.6045,-82.7844,47.3560
315,32,carol_reciprocate_alice,0.5000,30.4549,-83.2993,47.3560
316,32,carol_reciprocate_alice,0.2000,30.6054,-83.5141,47.3560
317,32,carol_help_alice,0.2000,30.6054,-83.7290,47.5541
318,32,carol_reciprocate_alice,0.2000,30.7545,-83.9438,47.5541
319,32,carol_reciprocate_alice,0.5000,30.6036,-84.4587,47.5541
320,32,carol_decline_alice,0.1000,30.8527,-84.4587,47.8513
321,33,carol_reciprocate_alice,0.5000,30.7018,-84.9724,47.8513
322,33,carol_reciprocate_alice,0.5000,30.5509,-85.4861,47.8513
323,33,carol_help_alice,0.2000,30.5509,-85.6998,48.0504
324,33,carol_reciprocate_alice,0.2000,30.6986,-85.9136,48.0504
325,33,carol_reciprocate_alice,0.2000,30.8464,-86.1273,48.0504
326,33,carol_help_alice,0.6000,30.8464,-86.7410,47.8459
327,33,carol_decline_alice,0.1000,31.0964,-86.7410,48.1415
328,33,carol_help_alice,0.2000,31.0964,-86.9536,48.3370
329,33,carol_decline_alice,0.1000,31.3450,-86.9536,48.6325
330,33,carol_reciprocate_alice,0.5000,31.1937,-87.4652,48.6325
331,34,carol_reciprocate_alice,0.5000,31.0424,-87.9767,48.6325
332,34,carol_reciprocate_alice,0.5000,30.8910,-88.4883,48.6325
333,34,carol_reciprocate_alice,0.5000,30.7397,-88.9998,48.6325
334,34,carol_help_alice,0.2000,30.7397,-89.2113,48.8317
335,34,carol_decline_alice,-0.3000,31.3871,-89.2113,49.5308
336,34,carol_reciprocate_alice,0.5000,31.2345,-89.7256,49.5308
337,34,carol_help_alice,0.6000,31.2345,-90.3399,49.3308
338,34,carol_decline_alice,-0.3000,31.8840,-90.3399,50.0308
339,34,carol_help_alice,0.6000,31.8840,-90.9569,49.8308
340,34,carol_reciprocate_alice,0.2000,32.0357,-91.1739,49.8308
341,35,carol_help_alice,0.2000,32.0357,-91.3909,50.0291
342,35,carol_decline_alice,-0.3000,32.6862,-91.3909,50.7274
343,35,carol_reciprocate_alice,0.2000,32.8366,-91.6105,50.7274
344,35,carol_help_alice,0.2000,32.8366,-91.8301,50.9241
345,35,carol_reciprocate_alice,0.5000,32.6857,-92.3497,50.9241
346,35,carol_help_alice,0.6000,32.6857,-92.9694,50.7216
347,35,carol_reciprocate_alice,0.5000,32.5370,-93.4890,50.7216
348,35,carol_reciprocate_alice,0.5000,32.3883,-94.0086,50.7216
349,35,carol_reciprocate_alice,0.5000,32.2395,-94.5282,50.7216
350,35,carol_decline_alice,-0.3000,32.8908,-94.5282,51.4216
351,36,carol_reciprocate_alice,0.2000,33.0421,-94.7505,51.4216
352,36,carol_reciprocate_alice,0.5000,32.8933,-95.2727,51.4216
353,36,carol_help_alice,0.2000,32.8933,-95.4949,51.6208
354,36,carol_reciprocate_alice,0.5000,32.7433,-96.0171,51.6208
355,36,carol_decline_alice,-0.3000,33.3933,-96.0171,52.3208
356,36,carol_decline_alice,0.1000,33.6433,-96.0171,52.6208
357,36,carol_reciprocate_alice,0.5000,33.4933,-96.5408,52.6208
358,36,carol_help_alice,0.2000,33.4933,-96.7644,52.8215
359,36,carol_reciprocate_alice,0.2000,33.6421,-96.9880,52.8215
360,36,carol_help_alice,0.6000,33.6421,-97.6117,52.6208
361,37,carol_reciprocate_alice,0.5000,33.4929,-98.1353,52.6208
362,37,carol_decline_alice,0.1000,33.7437,-98.1353,52.9208
363,37,carol_reciprocate_alice,0.5000,33.5945,-98.6578,52.9208
364,37,carol_decline_alice,-0.3000,34.2454,-98.6578,53.6215
365,37,carol_decline_alice,0.1000,34.4962,-98.6578,53.9223
366,37,carol_reciprocate_alice,0.5000,34.3470,-99.1817,53.9223
367,37,carol_reciprocate_alice,0.5000,34.1978,-99.7056,53.9223
368,37,carol_help_alice,0.2000,34.1978,-99.9295,54.1246
369,37,carol_decline_alice,0.1000,34.4474,-99.9295,54.4268
370,37,carol_reciprocate_alice,0.2000,34.5970,-100.1523,54.4268
371,38,carol_decline_alice,0.1000,34.8466,-100.1523,54.7276
372,38,carol_help_alice,0.2000,34.8466,-100.3741,54.9284
373,38,carol_decline_alice,0.1000,35.0950,-100.3741,55.2291
374,38,carol_decline_alice,0.1000,35.3434,-100.3741,55.5299
375,38,carol_decline_alice,0.1000,35.5918,-100.3741,55.8306
376,38,carol_help_alice,0.6000,35.5918,-100.9927,55.6314
377,38,carol_help_alice,0.2000,35.5918,-101.2113,55.8321
378,38,carol_decline_alice,-0.3000,36.2410,-101.2113,56.5329
379,38,carol_help_alice,0.6000,36.2410,-101.8324,56.3336
380,38,carol_decline_alice,0.1000,36.4921,-101.8324,56.6344
381,39,carol_help_alice,0.2000,36.4921,-102.0524,56.8351
382,39,carol_decline_alice,-0.3000,37.1421,-102.0524,57.5359
383,39,carol_reciprocate_alice,0.5000,36.9921,-102.5747,57.5359
384,39,carol_decline_alice,0.1000,37.2421,-102.5747,57.8374
385,39,carol_decline_alice,0.1000,37.4921,-102.5747,58.1389
386,39,carol_help_alice,0.2000,37.4921,-102.7950,58.3403
387,39,carol_help_alice,0.6000,37.4921,-103.4153,58.1418
388,39,carol_help_alice,0.6000,37.4921,-104.0356,57.9433
389,39,carol_reciprocate_alice,0.5000,37.3448,-104.5560,57.9433
390,39,carol_reciprocate_alice,0.5000,37.1975,-105.0763,57.9433
391,40,carol_decline_alice,0.1000,37.4502,-105.0763,58.2463
392,40,carol_decline_alice,-0.3000,38.1028,-105.0763,58.9492
393,40,carol_decline_alice,0.1000,38.3555,-105.0763,59.2522
394,40,carol_reciprocate_alice,0.2000,38.5082,-105.2969,59.2522
395,40,carol_help_alice,0.2000,38.5082,-105.5176,59.4536
396,40,carol_decline_alice,0.1000,38.7597,-105.5176,59.7551
397,40,carol_help_alice,0.2000,38.7597,-105.7372,59.9565
398,40,carol_reciprocate_alice,0.2000,38.9101,-105.9569,59.9565
399,40,carol_help_alice,0.2000,38.9101,-106.1766,60.1565
