iteration,episode,action,reward,carol_help_regret,carol_decline_regret,carol_reciprocate_regret
12161,1217,help,0.2000,2527.6600,-1833.2261,3022.1611
12162,1217,help,0.2000,2527.6600,-1833.4481,3022.3380
12163,1217,decline,0.1000,2527.8966,-1833.4481,3022.6150
12164,1217,decline,0.1000,2528.1331,-1833.4481,3022.8919
12165,1217,help,0.6000,2528.1331,-1834.0702,3022.6688
12166,1217,decline,-0.3000,2528.7698,-1834.0702,3023.3458
12167,1217,decline,0.1000,2529.0064,-1834.0702,3023.6227
12168,1217,help,0.2000,2529.0064,-1834.2922,3023.7996
12169,1217,help,0.6000,2529.0064,-1834.9143,3023.5766
12170,1217,help,0.2000,2529.0064,-1835.1364,3023.7535
12171,1218,decline,0.1000,2529.2430,-1835.1364,3024.0305
12172,1218,help,0.2000,2529.2430,-1835.3584,3024.2074
12173,1218,reciprocate,0.2000,2529.3796,-1835.5805,3024.2074
12174,1218,help,0.2000,2529.3796,-1835.8025,3024.3842
12175,1218,decline,-0.3000,2530.0162,-1835.8025,3025.0611
12176,1218,help,0.2000,2530.0162,-1836.0246,3025.2379
12177,1218,reciprocate,0.5000,2529.8527,-1836.5467,3025.2379
12178,1218,help,0.2000,2529.8527,-1836.7688,3025.4148
12179,1218,help,0.6000,2529.8527,-1837.3908,3025.1917
12180,1218,decline,0.1000,2530.0893,-1837.3908,3025.4686
12181,1219,decline,-0.3000,2530.7258,-1837.3908,3026.1455
12182,1219,help,0.2000,2530.7258,-1837.6130,3026.3224
12183,1219,help,0.2000,2530.7258,-1837.8351,3026.4993
12184,1219,decline,0.1000,2530.9623,-1837.8351,3026.7762
12185,1219,help,0.2000,2530.9623,-1838.0571,3026.9531
12186,1219,decline,-0.3000,2531.5987,-1838.0571,3027.6300
12187,1219,decline,-0.3000,2532.2352,-1838.0571,3028.3069
12188,1219,decline,-0.3000,2532.8716,-1838.0571,3028.9838
12189,1219,reciprocate,0.2000,2533.0080,-1838.2794,3028.9838
12190,1219,decline,0.1000,2533.2444,-1838.2794,3029.2606
12191,1220,decline,-0.3000,2533.8809,-1838.2794,3029.9374
12192,1220,reciprocate,0.2000,2534.0173,-1838.5016,3029.9374
12193,1220,reciprocate,0.5000,2533.8537,-1839.0238,3029.9374
12194,1220,decline,0.1000,2534.0902,-1839.0238,3030.2142
12195,1220,decline,0.1000,2534.3266,-1839.0238,3030.4909
12196,1220,decline,0.1000,2534.5630,-1839.0238,3030.7677
12197,1220,decline,0.1000,2534.7995,-1839.0238,3031.0444
12198,1220,decline,-0.3000,2535.4359,-1839.0238,3031.7212
12199,1220,help,0.2000,2535.4359,-1839.2460,3031.8980
12200,1220,decline,0.1000,2535.6723,-1839.2460,3032.1747
12201,1221,decline,0.1000,2535.9087,-1839.2460,3032.4515
12202,1221,decline,0.1000,2536.1451,-1839.2460,3032.7282
12203,1221,help,0.6000,2536.1451,-1839.8682,3032.5050
12204,1221,help,0.2000,2536.1451,-1840.0903,3032.6817
12205,1221,decline,0.1000,2536.3815,-1840.0903,3032.9585
12206,1221,help,0.6000,2536.3815,-1840.7124,3032.7353
12207,1221,reciprocate,0.5000,2536.2180,-1841.2346,3032.7353
12208,1221,decline,0.1000,2536.4545,-1841.2346,3033.0121
12209,1221,decline,-0.3000,2537.0910,-1841.2346,3033.6889
12210,1221,decline,0.1000,2537.3276,-1841.2346,3033.9658
12211,1222,decline,-0.3000,2537.9641,-1841.2346,3034.6426
12212,1222,help,0.2000,2537.9641,-1841.4567,3034.8194
12213,1222,help,0.2000,2537.9641,-1841.6789,3034.9963
12214,1222,decline,0.1000,2538.2005,-1841.6789,3035.2731
12215,1222,decline,0.1000,2538.4369,-1841.6789,3035.5500
12216,1222,decline,0.1000,2538.6733,-1841.6789,3035.8268
12217,1222,decline,0.1000,2538.9098,-1841.6789,3036.1036
12218,1222,decline,-0.3000,2539.5462,-1841.6789,3036.7805
12219,1222,decline,0.1000,2539.7826,-1841.6789,3037.0573
12220,1222,help,0.2000,2539.7826,-1841.9010,3037.2341
12221,1223,help,0.2000,2539.7826,-1842.1232,3037.4110
12222,1223,decline,0.1000,2540.0190,-1842.1232,3037.6878
12223,1223,reciprocate,0.5000,2539.8553,-1842.6453,3037.6878
12224,1223,decline,0.1000,2540.0917,-1842.6453,3037.9647
12225,1223,help,0.6000,2540.0917,-1843.2674,3037.7416
12226,1223,decline,-0.3000,2540.7281,-1843.2674,3038.4185
12227,1223,decline,0.1000,2540.9645,-1843.2674,3038.6955
12228,1223,help,0.2000,2540.9645,-1843.4895,3038.8724
12229,1223,help,0.2000,2540.9645,-1843.7116,3039.0493
12230,1223,help,0.6000,2540.9645,-1844.3337,3038.8262
12231,1224,decline,-0.3000,2541.6009,-1844.3337,3039.5031
12232,1224,reciprocate,0.2000,2541.7374,-1844.5559,3039.5031
12233,1224,decline,0.1000,2541.9738,-1844.5559,3039.7799
12234,1224,decline,0.1000,2542.2102,-1844.5559,3040.0567
12235,1224,decline,-0.3000,2542.8466,-1844.5559,3040.7335
12236,1224,decline,0.1000,2543.0831,-1844.5559,3041.0103
12237,1224,decline,-0.3000,2543.7195,-1844.5559,3041.6871
12238,1224,decline,0.1000,2543.9559,-1844.5559,3041.9639
12239,1224,decline,0.1000,2544.1923,-1844.5559,3042.2407
12240,1224,decline,0.1000,2544.4287,-1844.5559,3042.5175
12241,1225,decline,-0.3000,2545.0652,-1844.5559,3043.1943
12242,1225,decline,-0.3000,2545.7016,-1844.5559,3043.8711
12243,1225,decline,0.1000,2545.9380,-1844.5559,3044.1479
12244,1225,help,0.2000,2545.9380,-1844.7780,3044.3247
12245,1225,decline,0.1000,2546.1744,-1844.7780,3044.6015
12246,1225,decline,0.1000,2546.4108,-1844.7780,3044.8784
12247,1225,help,0.6000,2546.4108,-1845.4002,3044.6552
12248,1225,decline,0.1000,2546.6472,-1845.4002,3044.9320
12249,1225,reciprocate,0.5000,2546.4837,-1845.9223,3044.9320
12250,1225,reciprocate,0.2000,2546.6202,-1846.1445,3044.9320
12251,1226,decline,0.1000,2546.8566,-1846.1445,3045.2087
12252,1226,decline,-0.3000,2547.4931,-1846.1445,3045.8855
12253,1226,help,0.6000,2547.4931,-1846.7666,3045.6623
12254,1226,decline,0.1000,2547.7296,-1846.7666,3045.9390
12255,1226,decline,0.1000,2547.9661,-1846.7666,3046.2158
12256,1226,decline,0.1000,2548.2027,-1846.7666,3046.4926
12257,1226,decline,0.1000,2548.4392,-1846.7666,3046.7693
12258,1226,help,0.2000,2548.4392,-1846.9887,3046.9461
12259,1226,decline,0.1000,2548.6757,-1846.9887,3047.2229
12260,1226,help,0.2000,2548.6757,-1847.2108,3047.3996
12261,1227,help,0.2000,2548.6757,-1847.4329,3047.5764
12262,1227,decline,0.1000,2548.9121,-1847.4329,3047.8532
12263,1227,reciprocate,0.5000,2548.7486,-1847.9549,3047.8532
12264,1227,help,0.6000,2548.7486,-1848.5770,3047.6300
12265,1227,decline,0.1000,2548.9850,-1848.5770,3047.9069
12266,1227,decline,-0.3000,2549.6215,-1848.5770,3048.5837
12267,1227,help,0.2000,2549.6215,-1848.7991,3048.7606
12268,1227,decline,0.1000,2549.8580,-1848.7991,3049.0374
12269,1227,decline,0.1000,2550.0944,-1848.7991,3049.3143
12270,1227,decline,0.1000,2550.3309,-1848.7991,3049.5911
12271,1228,decline,0.1000,2550.5674,-1848.7991,3049.8680
12272,1228,reciprocate,0.2000,2550.7038,-1849.0211,3049.8680
12273,1228,help,0.2000,2550.7038,-1849.2431,3050.0447
12274,1228,help,0.2000,2550.7038,-1849.4651,3050.2214
12275,1228,decline,0.1000,2550.9402,-1849.4651,3050.4982
12276,1228,help,0.6000,2550.9402,-1850.0871,3050.2749
12277,1228,help,0.2000,2550.9402,-1850.3091,3050.4516
12278,1228,decline,0.1000,2551.1766,-1850.3091,3050.7284
12279,1228,decline,-0.3000,2551.8130,-1850.3091,3051.4051
12280,1228,help,0.2000,2551.8130,-1850.5311,3051.5818
12281,1229,decline,0.1000,2552.0494,-1850.5311,3051.8586
12282,1229,help,0.2000,2552.0494,-1850.7531,3052.0353
12283,1229,help,0.6000,2552.0494,-1851.3751,3051.8120
12284,1229,decline,0.1000,2552.2858,-1851.3751,3052.0888
12285,1229,decline,0.1000,2552.5222,-1851.3751,3052.3655
12286,1229,help,0.2000,2552.5222,-1851.5971,3052.5422
12287,1229,decline,-0.3000,2553.1586,-1851.5971,3053.2190
12288,1229,decline,0.1000,2553.3949,-1851.5971,3053.4957
12289,1229,decline,0.1000,2553.6313,-1851.5971,3053.7725
12290,1229,decline,0.1000,2553.8677,-1851.5971,3054.0492
12291,1230,help,0.2000,2553.8677,-1851.8190,3054.2259
12292,1230,reciprocate,0.2000,2554.0040,-1852.0410,3054.2259
12293,1230,help,0.2000,2554.0040,-1852.2630,3054.4026
12294,1230,help,0.6000,2554.0040,-1852.8849,3054.1792
12295,1230,help,0.6000,2554.0040,-1853.5069,3053.9558
12296,1230,decline,0.1000,2554.2404,-1853.5069,3054.2324
12297,1230,help,0.6000,2554.2404,-1854.1288,3054.0091
12298,1230,decline,-0.3000,2554.8770,-1854.1288,3054.6857
12299,1230,decline,0.1000,2555.1135,-1854.1288,3054.9623
12300,1230,decline,0.1000,2555.3500,-1854.1288,3055.2389
12301,1231,decline,0.1000,2555.5865,-1854.1288,3055.5156
12302,1231,decline,-0.3000,2556.2230,-1854.1288,3056.1922
12303,1231,decline,0.1000,2556.4596,-1854.1288,3056.4688
12304,1231,decline,0.1000,2556.6961,-1854.1288,3056.7454
12305,1231,decline,0.1000,2556.9326,-1854.1288,3057.0221
12306,1231,help,0.2000,2556.9326,-1854.3507,3057.1987
12307,1231,decline,0.1000,2557.1691,-1854.3507,3057.4753
12308,1231,reciprocate,0.2000,2557.3056,-1854.5726,3057.4753
12309,1231,decline,0.1000,2557.5420,-1854.5726,3057.7518
12310,1231,decline,0.1000,2557.7785,-1854.5726,3058.0283
12311,1232,help,0.2000,2557.7785,-1854.7945,3058.2048
12312,1232,help,0.2000,2557.7785,-1855.0163,3058.3814
12313,1232,decline,-0.3000,2558.4149,-1855.0163,3059.0579
12314,1232,decline,-0.3000,2559.0513,-1855.0163,3059.7344
12315,1232,decline,0.1000,2559.2877,-1855.0163,3060.0109
12316,1232,help,0.2000,2559.2877,-1855.2383,3060.1874
12317,1232,help,0.2000,2559.2877,-1855.4602,3060.3639
12318,1232,decline,-0.3000,2559.9241,-1855.4602,3061.0404
12319,1232,help,0.6000,2559.9241,-1856.0821,3060.8170
12320,1232,decline,0.1000,2560.1604,-1856.0821,3061.0935
12321,1233,decline,-0.3000,2560.7968,-1856.0821,3061.7700
12322,1233,decline,-0.3000,2561.4332,-1856.0821,3062.4465
12323,1233,help,0.2000,2561.4332,-1856.3042,3062.6230
12324,1233,help,0.2000,2561.4332,-1856.5262,3062.7995
12325,1233,decline,0.1000,2561.6696,-1856.5262,3063.0761
12326,1233,decline,0.1000,2561.9059,-1856.5262,3063.3526
12327,1233,decline,-0.3000,2562.5422,-1856.5262,3064.0291
12328,1233,decline,0.1000,2562.7785,-1856.5262,3064.3056
12329,1233,decline,0.1000,2563.0148,-1856.5262,3064.5821
12330,1233,help,0.2000,2563.0148,-1856.7482,3064.7586
12331,1234,help,0.2000,2563.0148,-1856.9702,3064.9351
12332,1234,help,0.2000,2563.0148,-1857.1922,3065.1117
12333,1234,decline,-0.3000,2563.6510,-1857.1922,3065.7882
12334,1234,reciprocate,0.2000,2563.7872,-1857.4142,3065.7882
12335,1234,help,0.2000,2563.7872,-1857.6362,3065.9646
12336,1234,help,0.2000,2563.7872,-1857.8583,3066.1410
12337,1234,decline,0.1000,2564.0234,-1857.8583,3066.4174
12338,1234,decline,0.1000,2564.2595,-1857.8583,3066.6938
12339,1234,help,0.2000,2564.2595,-1858.0802,3066.8702
12340,1234,decline,0.1000,2564.4956,-1858.0802,3067.1466
12341,1235,decline,0.1000,2564.7316,-1858.0802,3067.4230
12342,1235,decline,0.1000,2564.9677,-1858.0802,3067.6994
12343,1235,decline,0.1000,2565.2038,-1858.0802,3067.9758
12344,1235,decline,0.1000,2565.4399,-1858.0802,3068.2522
12345,1235,decline,0.1000,2565.6760,-1858.0802,3068.5286
12346,1235,decline,0.1000,2565.9120,-1858.0802,3068.8050
12347,1235,help,0.2000,2565.9120,-1858.3021,3068.9814
12348,1235,help,0.2000,2565.9120,-1858.5240,3069.1578
12349,1235,help,0.6000,2565.9120,-1859.1459,3068.9342
12350,1235,reciprocate,0.5000,2565.7481,-1859.6678,3068.9342
12351,1236,reciprocate,0.5000,2565.5842,-1860.1896,3068.9342
12352,1236,decline,0.1000,2565.8203,-1860.1896,3069.2108
12353,1236,reciprocate,0.2000,2565.9564,-1860.4115,3069.2108
12354,1236,reciprocate,0.2000,2566.0924,-1860.6334,3069.2108
12355,1236,decline,0.1000,2566.3285,-1860.6334,3069.4871
12356,1236,reciprocate,0.2000,2566.4646,-1860.8552,3069.4871
12357,1236,help,0.6000,2566.4646,-1861.4771,3069.2634
12358,1236,decline,0.1000,2566.7008,-1861.4771,3069.5396
12359,1236,decline,0.1000,2566.9369,-1861.4771,3069.8158
12360,1236,decline,-0.3000,2567.5731,-1861.4771,3070.4920
12361,1237,decline,0.1000,2567.8092,-1861.4771,3070.7683
12362,1237,help,0.2000,2567.8092,-1861.6989,3070.9445
12363,1237,help,0.6000,2567.8092,-1862.3207,3070.7207
12364,1237,help,0.2000,2567.8092,-1862.5426,3070.8970
12365,1237,decline,0.1000,2568.0454,-1862.5426,3071.1732
12366,1237,help,0.2000,2568.0454,-1862.7644,3071.3494
12367,1237,help,0.2000,2568.0454,-1862.9862,3071.5257
12368,1237,decline,0.1000,2568.2814,-1862.9862,3071.8019
12369,1237,help,0.6000,2568.2814,-1863.6080,3071.5781
12370,1237,reciprocate,0.5000,2568.1176,-1864.1298,3071.5781
12371,1238,help,0.2000,2568.1176,-1864.3516,3071.7544
12372,1238,help,0.6000,2568.1176,-1864.9734,3071.5307
12373,1238,help,0.2000,2568.1176,-1865.1952,3071.7070
12374,1238,decline,0.1000,2568.3537,-1865.1952,3071.9833
12375,1238,decline,0.1000,2568.5899,-1865.1952,3072.2596
12376,1238,help,0.2000,2568.5899,-1865.4170,3072.4359
12377,1238,help,0.6000,2568.5899,-1866.0387,3072.2123
12378,1238,decline,0.1000,2568.8261,-1866.0387,3072.4886
12379,1238,help,0.6000,2568.8261,-1866.6605,3072.2649
12380,1238,decline,0.1000,2569.0623,-1866.6605,3072.5412
12381,1239,decline,-0.3000,2569.6986,-1866.6605,3073.2175
12382,1239,reciprocate,0.5000,2569.5349,-1867.1823,3073.2175
12383,1239,decline,0.1000,2569.7711,-1867.1823,3073.4939
12384,1239,help,0.2000,2569.7711,-1867.4040,3073.6702
12385,1239,decline,0.1000,2570.0073,-1867.4040,3073.9466
12386,1239,help,0.6000,2570.0073,-1868.0258,3073.7230
12387,1239,help,0.2000,2570.0073,-1868.2475,3073.8994
12388,1239,reciprocate,0.2000,2570.1436,-1868.4692,3073.8994
12389,1239,decline,0.1000,2570.3799,-1868.4692,3074.1757
12390,1239,decline,0.1000,2570.6161,-1868.4692,3074.4519
12391,1240,help,0.2000,2570.6161,-1868.6909,3074.6282
12392,1240,help,0.6000,2570.6161,-1869.3127,3074.4045
12393,1240,decline,0.1000,2570.8524,-1869.3127,3074.6808
12394,1240,help,0.2000,2570.8524,-1869.5343,3074.8570
12395,1240,decline,-0.3000,2571.4887,-1869.5343,3075.5333
12396,1240,decline,0.1000,2571.7249,-1869.5343,3075.8096
12397,1240,decline,-0.3000,2572.3612,-1869.5343,3076.4858
12398,1240,help,0.2000,2572.3612,-1869.7561,3076.6621
12399,1240,reciprocate,0.2000,2572.4974,-1869.9778,3076.6621
12400,1240,help,0.2000,2572.4974,-1870.1996,3076.8383
12401,1241,decline,0.1000,2572.7336,-1870.1996,3077.1145
12402,1241,help,0.6000,2572.7336,-1870.8213,3076.8906
12403,1241,reciprocate,0.2000,2572.8698,-1871.0431,3076.8906
12404,1241,decline,0.1000,2573.1061,-1871.0431,3077.1667
12405,1241,help,0.2000,2573.1061,-1871.2648,3077.3427
12406,1241,decline,-0.3000,2573.7423,-1871.2648,3078.0188
12407,1241,decline,0.1000,2573.9785,-1871.2648,3078.2948
12408,1241,decline,0.1000,2574.2147,-1871.2648,3078.5709
12409,1241,reciprocate,0.5000,2574.0509,-1871.7865,3078.5709
12410,1241,decline,0.1000,2574.2872,-1871.7865,3078.8470
12411,1242,decline,0.1000,2574.5234,-1871.7865,3079.1231
12412,1242,reciprocate,0.2000,2574.6596,-1872.0082,3079.1231
12413,1242,help,0.6000,2574.6596,-1872.6299,3078.8992
12414,1242,decline,0.1000,2574.8959,-1872.6299,3079.1752
12415,1242,help,0.6000,2574.8959,-1873.2515,3078.9512
12416,1242,decline,-0.3000,2575.5322,-1873.2515,3079.6272
12417,1242,decline,0.1000,2575.7686,-1873.2515,3079.9033
12418,1242,reciprocate,0.2000,2575.9050,-1873.4732,3079.9033
12419,1242,help,0.6000,2575.9050,-1874.0949,3079.6792
12420,1242,help,0.2000,2575.9050,-1874.3166,3079.8551
12421,1243,decline,0.1000,2576.1414,-1874.3166,3080.1310
12422,1243,help,0.2000,2576.1414,-1874.5383,3080.3069
12423,1243,decline,0.1000,2576.3777,-1874.5383,3080.5828
12424,1243,decline,0.1000,2576.6141,-1874.5383,3080.8587
12425,1243,reciprocate,0.5000,2576.4505,-1875.0599,3080.8587
12426,1243,help,0.2000,2576.4505,-1875.2816,3081.0347
12427,1243,decline,0.1000,2576.6868,-1875.2816,3081.3107
12428,1243,help,0.6000,2576.6868,-1875.9032,3081.0867
12429,1243,decline,-0.3000,2577.3232,-1875.9032,3081.7627
12430,1243,decline,0.1000,2577.5596,-1875.9032,3082.0387
12431,1244,decline,-0.3000,2578.1960,-1875.9032,3082.7147
12432,1244,decline,0.1000,2578.4324,-1875.9032,3082.9907
12433,1244,decline,-0.3000,2579.0688,-1875.9032,3083.6667
12434,1244,decline,0.1000,2579.3052,-1875.9032,3083.9427
12435,1244,reciprocate,0.5000,2579.1416,-1876.4249,3083.9427
12436,1244,help,0.2000,2579.1416,-1876.6466,3084.1187
12437,1244,help,0.6000,2579.1416,-1877.2683,3083.8948
12438,1244,decline,0.1000,2579.3780,-1877.2683,3084.1709
12439,1244,decline,-0.3000,2580.0145,-1877.2683,3084.8469
12440,1244,help,0.2000,2580.0145,-1877.4900,3085.0230
12441,1245,decline,-0.3000,2580.6509,-1877.4900,3085.6991
12442,1245,decline,0.1000,2580.8873,-1877.4900,3085.9751
12443,1245,help,0.2000,2580.8873,-1877.7117,3086.1512
12444,1245,decline,0.1000,2581.1236,-1877.7117,3086.4273
12445,1245,help,0.6000,2581.1236,-1878.3334,3086.2033
12446,1245,help,0.6000,2581.1236,-1878.9551,3085.9794
12447,1245,reciprocate,0.2000,2581.2601,-1879.1768,3085.9794
12448,1245,decline,-0.3000,2581.8966,-1879.1768,3086.6553
12449,1245,reciprocate,0.2000,2582.0332,-1879.3986,3086.6553
12450,1245,decline,0.1000,2582.2697,-1879.3986,3086.9312
12451,1246,decline,0.1000,2582.5062,-1879.3986,3087.2070
12452,1246,help,0.2000,2582.5062,-1879.6203,3087.3829
12453,1246,help,0.2000,2582.5062,-1879.8420,3087.5587
12454,1246,reciprocate,0.5000,2582.3426,-1880.3638,3087.5587
12455,1246,help,0.6000,2582.3426,-1880.9855,3087.3347
12456,1246,decline,-0.3000,2582.9791,-1880.9855,3088.0106
12457,1246,decline,0.1000,2583.2156,-1880.9855,3088.2865
12458,1246,help,0.2000,2583.2156,-1881.2072,3088.4624
12459,1246,decline,-0.3000,2583.8521,-1881.2072,3089.1384
12460,1246,decline,0.1000,2584.0886,-1881.2072,3089.4143
12461,1247,decline,0.1000,2584.3250,-1881.2072,3089.6902
12462,1247,decline,-0.3000,2584.9615,-1881.2072,3090.3661
12463,1247,help,0.2000,2584.9615,-1881.4290,3090.5421
12464,1247,decline,-0.3000,2585.5979,-1881.4290,3091.2180
12465,1247,help,0.6000,2585.5979,-1882.0508,3090.9939
12466,1247,decline,-0.3000,2586.2344,-1882.0508,3091.6699
12467,1247,decline,-0.3000,2586.8709,-1882.0508,3092.3458
12468,1247,decline,0.1000,2587.1074,-1882.0508,3092.6217
12469,1247,decline,0.1000,2587.3439,-1882.0508,3092.8976
12470,1247,reciprocate,0.5000,2587.1804,-1882.5727,3092.8976
12471,1248,help,0.2000,2587.1804,-1882.7946,3093.0736
12472,1248,decline,0.1000,2587.4169,-1882.7946,3093.3496
12473,1248,reciprocate,0.5000,2587.2534,-1883.3164,3093.3496
12474,1248,decline,0.1000,2587.4898,-1883.3164,3093.6257
12475,1248,decline,0.1000,2587.7263,-1883.3164,3093.9018
12476,1248,help,0.2000,2587.7263,-1883.5382,3094.0779
12477,1248,decline,0.1000,2587.9627,-1883.5382,3094.3540
12478,1248,help,0.2000,2587.9627,-1883.7600,3094.5300
12479,1248,decline,0.1000,2588.1991,-1883.7600,3094.8061
12480,1248,help,0.2000,2588.1991,-1883.9818,3094.9822
12481,1249,decline,-0.3000,2588.8355,-1883.9818,3095.6583
12482,1249,reciprocate,0.5000,2588.6718,-1884.5036,3095.6583
12483,1249,decline,0.1000,2588.9082,-1884.5036,3095.9344
12484,1249,decline,0.1000,2589.1445,-1884.5036,3096.2106
12485,1249,help,0.6000,2589.1445,-1885.1254,3095.9867
12486,1249,reciprocate,0.5000,2588.9809,-1885.6472,3095.9867
12487,1249,help,0.2000,2588.9809,-1885.8690,3096.1630
12488,1249,reciprocate,0.2000,2589.1173,-1886.0908,3096.1630
12489,1249,help,0.2000,2589.1173,-1886.3126,3096.3391
12490,1249,decline,0.1000,2589.3537,-1886.3126,3096.6152
12491,1250,decline,0.1000,2589.5900,-1886.3126,3096.8913
12492,1250,reciprocate,0.2000,2589.7264,-1886.5343,3096.8913
12493,1250,decline,0.1000,2589.9627,-1886.5343,3097.1673
12494,1250,decline,-0.3000,2590.5990,-1886.5343,3097.8434
12495,1250,decline,0.1000,2590.8354,-1886.5343,3098.1194
12496,1250,decline,-0.3000,2591.4717,-1886.5343,3098.7954
12497,1250,decline,0.1000,2591.7081,-1886.5343,3099.0714
12498,1250,help,0.6000,2591.7081,-1887.1561,3098.8474
12499,1250,help,0.6000,2591.7081,-1887.7779,3098.6234
12500,1250,help,0.2000,2591.7081,-1887.9996,3098.7995
12501,1251,help,0.6000,2591.7081,-1888.6214,3098.5755
12502,1251,help,0.2000,2591.7081,-1888.8432,3098.7515
12503,1251,decline,0.1000,2591.9446,-1888.8432,3099.0275
12504,1251,decline,0.1000,2592.1811,-1888.8432,3099.3035
12505,1251,decline,0.1000,2592.4176,-1888.8432,3099.5795
12506,1251,help,0.2000,2592.4176,-1889.0649,3099.7555
12507,1251,reciprocate,0.5000,2592.2540,-1889.5867,3099.7555
12508,1251,decline,0.1000,2592.4905,-1889.5867,3100.0316
12509,1251,help,0.2000,2592.4905,-1889.8084,3100.2077
12510,1251,decline,0.1000,2592.7269,-1889.8084,3100.4838
12511,1252,decline,-0.3000,2593.3633,-1889.8084,3101.1599
12512,1252,help,0.2000,2593.3633,-1890.0301,3101.3360
12513,1252,help,0.6000,2593.3633,-1890.6518,3101.1121
12514,1252,decline,0.1000,2593.5998,-1890.6518,3101.3882
12515,1252,help,0.2000,2593.5998,-1890.8736,3101.5643
12516,1252,help,0.2000,2593.5998,-1891.0953,3101.7404
12517,1252,help,0.6000,2593.5998,-1891.7170,3101.5165
12518,1252,decline,0.1000,2593.8362,-1891.7170,3101.7925
12519,1252,reciprocate,0.5000,2593.6726,-1892.2387,3101.7925
12520,1252,decline,0.1000,2593.9091,-1892.2387,3102.0687
12521,1253,help,0.2000,2593.9091,-1892.4604,3102.2449
12522,1253,help,0.2000,2593.9091,-1892.6821,3102.4210
12523,1253,decline,0.1000,2594.1455,-1892.6821,3102.6972
12524,1253,decline,0.1000,2594.3818,-1892.6821,3102.9734
12525,1253,decline,0.1000,2594.6182,-1892.6821,3103.2495
12526,1253,help,0.2000,2594.6182,-1892.9037,3103.4257
12527,1253,help,0.6000,2594.6182,-1893.5253,3103.2019
12528,1253,decline,0.1000,2594.8546,-1893.5253,3103.4780
12529,1253,help,0.2000,2594.8546,-1893.7470,3103.6542
12530,1253,help,0.2000,2594.8546,-1893.9686,3103.8304
12531,1254,decline,0.1000,2595.0910,-1893.9686,3104.1065
12532,1254,decline,-0.3000,2595.7273,-1893.9686,3104.7827
12533,1254,decline,-0.3000,2596.3636,-1893.9686,3105.4589
12534,1254,help,0.2000,2596.3636,-1894.1903,3105.6350
12535,1254,help,0.2000,2596.3636,-1894.4119,3105.8112
12536,1254,help,0.6000,2596.3636,-1895.0336,3105.5874
12537,1254,decline,0.1000,2596.5999,-1895.0336,3105.8635
12538,1254,decline,0.1000,2596.8363,-1895.0336,3106.1397
12539,1254,help,0.2000,2596.8363,-1895.2553,3106.3159
12540,1254,decline,-0.3000,2597.4726,-1895.2553,3106.9920
12541,1255,decline,0.1000,2597.7088,-1895.2553,3107.2682
12542,1255,decline,-0.3000,2598.3451,-1895.2553,3107.9444
12543,1255,help,0.6000,2598.3451,-1895.8770,3107.7206
12544,1255,decline,0.1000,2598.5815,-1895.8770,3107.9967
12545,1255,help,0.2000,2598.5815,-1896.0986,3108.1729
12546,1255,help,0.2000,2598.5815,-1896.3203,3108.3491
12547,1255,decline,-0.3000,2599.2178,-1896.3203,3109.0252
12548,1255,decline,0.1000,2599.4541,-1896.3203,3109.3014
12549,1255,decline,0.1000,2599.6904,-1896.3203,3109.5776
12550,1255,help,0.6000,2599.6904,-1896.9420,3109.3537
12551,1256,help,0.2000,2599.6904,-1897.1637,3109.5299
12552,1256,reciprocate,0.5000,2599.5267,-1897.6854,3109.5299
12553,1256,help,0.2000,2599.5267,-1897.9071,3109.7061
12554,1256,help,0.6000,2599.5267,-1898.5288,3109.4824
12555,1256,decline,0.1000,2599.7630,-1898.5288,3109.7586
12556,1256,help,0.2000,2599.7630,-1898.7505,3109.9349
12557,1256,help,0.2000,2599.7630,-1898.9721,3110.1111
12558,1256,decline,0.1000,2599.9993,-1898.9721,3110.3873
12559,1256,help,0.2000,2599.9993,-1899.1938,3110.5636
12560,1256,decline,-0.3000,2600.6356,-1899.1938,3111.2398
12561,1257,help,0.2000,2600.6356,-1899.4155,3111.4161
12562,1257,reciprocate,0.2000,2600.7718,-1899.6372,3111.4161
12563,1257,reciprocate,0.5000,2600.6080,-1900.1589,3111.4161
12564,1257,decline,-0.3000,2601.2442,-1900.1589,3112.0923
12565,1257,help,0.2000,2601.2442,-1900.3806,3112.2685
12566,1257,decline,0.1000,2601.4803,-1900.3806,3112.5447
12567,1257,decline,0.1000,2601.7165,-1900.3806,3112.8209
12568,1257,decline,0.1000,2601.9527,-1900.3806,3113.0971
12569,1257,decline,0.1000,2602.1888,-1900.3806,3113.3733
12570,1257,decline,-0.3000,2602.8250,-1900.3806,3114.0496
12571,1258,decline,0.1000,2603.0612,-1900.3806,3114.3258
12572,1258,help,0.2000,2603.0612,-1900.6023,3114.5020
12573,1258,reciprocate,0.5000,2602.8973,-1901.1240,3114.5020
12574,1258,decline,0.1000,2603.1334,-1901.1240,3114.7783
12575,1258,help,0.2000,2603.1334,-1901.3457,3114.9545
12576,1258,decline,0.1000,2603.3695,-1901.3457,3115.2308
12577,1258,decline,0.1000,2603.6056,-1901.3457,3115.5071
12578,1258,decline,0.1000,2603.8417,-1901.3457,3115.7834
12579,1258,decline,0.1000,2604.0778,-1901.3457,3116.0597
12580,1258,decline,-0.3000,2604.7139,-1901.3457,3116.7360
12581,1259,reciprocate,0.5000,2604.5499,-1901.8673,3116.7360
